Num,target,statement,classification,rationale
,,Law Minister Arjun Ram Meghwal and former law minister Kiren Rijiju have made the BJP strategy clear: there is constitutional freedom available to states if they want to come up with their own Uniform Civil Code.,Pro,"Explains the BJP's strategy regarding state-level UCC implementation, framing it as constitutionally enabled and a party objective."
,,Assam Axes Muslim Marriage Act: A Step Closer To Uniform Civil Code?,Neutral,"Poses a question about the impact of Assam's action on UCC, framing it as a potential step without explicitly endorsing or condemning."
,,"Secular Civil Code Is The Need Of The Hour: Prime Minister Modi On Independence Day; UCC Impact On Marriage, Divorce, and Inheritance Explained.",Pro,"Quotes the Prime Minister advocating for a 'Secular Civil Code' and highlights an explanation of UCC's impact, framing the UCC as a positive necessity."
,,"""Uniform Civil Code is Our Commitment, There Should be No Fear of NRC,"" Rajnath Singh to News18.",Pro,"Quotes a senior minister stating UCC is a commitment and linking it to NRC without fear, framing both as government priorities."
,,"Uttarakhand is done; Rajasthan and Assam may be next in line for the Uniform Civil Code, but legal hurdles remain.",Neutral,"Reports the progress of UCC in Uttarakhand and potential next steps in other states, also noting remaining legal hurdles, a factual overview."
,,The Uttarakhand cabinet has approved the Uniform Civil Code draft report.,Neutral,States a factual event (cabinet approval of UCC draft report) without taking a stance.
,,"""Uniform Civil Code is not about any religion; it is about equality,"" says BJP spokesperson Anila Singh.",Pro,"Quotes a BJP spokesperson framing UCC as being about 'equality' and not religion, aligning with the government's narrative."
,,"An exclusive interview with Uttarakhand Chief Minister Pushkar Dhami covered a wide range of topics like the Uniform Civil Code, Hindutva, Conversion, and Land Jihad.",Neutral,"Reports on an interview with the Chief Minister covering UCC and other topics, without taking a stance on UCC itself."
,,"An exclusive interview with Uttarakhand Chief Minister Pushkar Dhami on a wide range of topics like the Uniform Civil Code, Hindutva, Conversion, and Land Jihad will be broadcast tonight at 7 PM on DD News.",Neutral,"Announces an interview with the Chief Minister covering UCC and other topics, without taking a stance on UCC itself."
,,"Former Chief Minister of Uttarakhand, Tirath Singh Rawat, expressed happiness over the Uniform Civil Code (UCC) bill in the state.",Pro,"Quotes a former Chief Minister expressing happiness over the UCC bill, indicating support for the government's initiative."
,,"Various bills are to be introduced in the Parliament. Finance Minister Nirmala Sitharaman is to move a bill to amend the Factoring Regulation (Amendment) Bill, 2020. A bill to constitute a committee for the preparation of the Uniform Civil Code is to be introduced in the Rajya Sabha during the Monsoon Session.",Neutral,"Mentions a bill for preparing UCC to be introduced, presenting a factual legislative plan without taking a stance."
,,A comprehensive discussion on the Uniform Civil Code will be featured.,Neutral,"Announces a comprehensive discussion on UCC, indicating a platform for debate rather than taking a side."
,,Uttarakhand Chief Minister Pushkar Singh Dhami is addressing the Uniform Civil Code (UCC) draft.,Neutral,"Reports the Chief Minister addressing the UCC draft, a factual statement about government activity."
,,"According to Dr. Subhash Goyal, President, it was an inspiring speech by Prime Minister Narendra Modi on the occasion of Independence Day. Prime Minister Modi covered a wide range of topics like the Uniform Civil Code, MSMEs, the Bangladesh Crisis, Made in India, Viksit Bharat, and many more.",Pro,"Quotes a President calling the Prime Minister's speech inspiring and covering UCC, framing the PM's mention of UCC positively."
,,"""Very soon the Uniform Civil Code will become the law of the country,"" says BJP spokesperson Anila Singh.",Pro,"Quotes a BJP spokesperson stating UCC will soon become law, expressing confidence and commitment to the government's agenda."
,,SP spokesperson Ashok Yadav explains the stance of the Samajwadi Party on the Uniform Civil Code.,Neutral,"States a party spokesperson will explain the party's stance on UCC, remaining neutral by reporting on the intent to clarify."
,,"Uttarakhand Assembly MLAs celebrated as the Uniform Civil Code 2024 Bill, introduced by the Chief Minister Pushkar Dhami-led state government, was passed in the House today. After passing the UCC Bill in the Assembly, Uttarakhand has become the first state in the country to implement it.",Pro,"Describes celebration by MLAs upon UCC bill passage and highlights Uttarakhand as the first state to implement it, framing it as a successful government initiative."
,,"Amid the UCC saga, Prime Minister Modi pitched for a ‘Secular Civil Code’. BJP Spokesperson Shivam Tyagi speaks about the politics being played by the opposition party.",Pro,"Highlights the Prime Minister's pitch for a 'Secular Civil Code' and quotes a BJP spokesperson on opposition politics, framing the PM's move as positive and opposition's reaction as political gamesmanship."
,,Which state cabinet approved the Uniform Civil Code (UCC) report?,Neutral,"Asks a question about which state cabinet approved the UCC report, seeking factual information."
,,"Prime Minister Narendra Modi speaks on the Uniform Civil Code (UCC): ""Today people are being instigated in the name of UCC. How can the country run on two laws? The Constitution also talks of equal rights... The Supreme Court has also asked to implement UCC. These (Opposition) people...""",Pro,"Quotes the Prime Minister advocating for UCC, stating the country cannot run on two laws and that the Supreme Court has asked for UCC implementation, framing the UCC as a necessary and constitutionally supported measure."
,,The 22nd Law Commission of India has decided again to solicit views and ideas from the public at large and recognized religious organizations about the Uniform Civil Code. Those who are interested and willing may present their views within a period of 30 days from the date of the Notice.,Neutral,"Reports the Law Commission's decision to solicit public views on UCC, a neutral statement about a procedural step."
,,"""Our country doesn't need Aftab (Shraddha murder case accused) but a person like Lord Ram, a leader like Prime Minister Modi. We need a Uniform Civil Code and a law against love jihad. We need such laws where Aftabs can be hanged to death,"" said Assam Chief Minister Himanta Biswa Sarma during a roadshow in Delhi.",Pro,"Quotes a Chief Minister linking UCC to addressing social issues like 'love jihad' and crime, framing UCC as a solution and advocating for strong legal measures."
,,"""We also have to make a Uniform Civil Code. Muslim women and daughters are made to marry over 4 times. We have to bring a Uniform Civil Code. Muslim daughters should be made doctors and engineers, not child-producing machines,"" said Assam Chief Minister Himanta Biswa Sarma in Karnataka.",Pro,"Quotes a Chief Minister advocating for UCC to empower Muslim women and improve their status, framing UCC as a reformist measure."
,,"RSS leader Indresh Kumar says, ""There are more people who are in favour of the Uniform Civil Code than against it. Religious rites and the practice of untouchability will end after UCC is implemented. UCC will also end atrocities on women. UCC will make sure that people will...""",Pro,"Quotes an RSS leader highlighting public support for UCC and its benefits like ending religious rites conflict and atrocities on women, framing UCC positively."
,,"The All India Muslim Personal Law Board terms the Uniform Civil Code an unconstitutional and anti-minorities step. It calls the move an attempt by the Uttarakhand, UP, and Central Governments to divert attention from inflation, the economy, and rising unemployment. The AIMPLB also appeals to the Government to not undertake it.",Anti,"Quotes the AIMPLB terming UCC unconstitutional and anti-minorities, and attributing it to government diversion tactics, expressing strong opposition."
,,"In Delhi, a BJP leader and Union Minister of State said, ""Uniform Civil Code (UCC) should be introduced in the country so that women get the position they deserve in the households. The Government of India will do everything possible for this. There cannot be two laws in a country.""",Pro,"Quotes a Union Minister advocating for UCC to empower women and stating the government's commitment, framing UCC as a positive policy."
,,Implementation of Uniform Civil Code (UCC) will ensure gender justice and equal rights for Muslim women. The Karnataka BJP made a very bold commitment and it will usher in a nationwide demand for the implementation of UCC across the country. A nationwide NRC is the need of the...,Pro,"States UCC will ensure gender justice and equal rights, and links it to a party's commitment and nationwide demand, framing UCC as beneficial and widely desired."
,,"""I strongly support the Uniform Civil Code (UCC). It empowers women,"" says Telangana Governor Dr. Tamilisai Soundararajan.",Pro,"Quotes a Governor strongly supporting UCC for empowering women, aligning with the government's stated rationale."
,,"Prime Minister Narendra Modi says, ""The Supreme Court has held discussions regarding the Uniform Civil Code again and again; it has given orders several times. A large section of the country believes - and it is true - that the Civil Code that we are living with is actually a Communal Civil...""",Pro,"Quotes the Prime Minister stating the Supreme Court's repeated discussions on UCC and the belief that the current Civil Code is 'Communal', framing UCC as a necessary and court-supported reform."
,,"He (Prime Minister Modi) said that the Uniform Civil Code (UCC) will be implemented and said that there should not be two laws in our country. He is looking to escalate religious conflicts and confuse people to win (elections). I am sure, people will teach a lesson to the BJP in the upcoming Lok Sabha elections.",Anti,"Quotes an individual accusing the Prime Minister of escalating religious conflicts and confusing people with UCC for election wins, expressing strong criticism of the government's motive."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami was felicitated at a ceremony in Delhi, for implementing the Uniform Civil Code for the first time in the country - in Uttarakhand.",Pro,"The statement highlights a positive event (felicitation) for a Chief Minister for implementing UCC, suggesting a positive endorsement of the government's action."
,,"National Conference (NC) chief Farooq Abdullah speaks on Uniform Civil Code (UCC), ""They (Central govt) should think that the country is diverse, people of all religions live here, and Muslims have their own Shariat law. They should think about any possible storm that...""",Anti,"Farooq Abdullah expresses concern and warns about potential negative consequences ('storm') of UCC implementation, indicating opposition."
,,"Dehradun: The Uniform Civil Code Uttarakhand 2024 Bill, introduced by Chief Minister Pushkar Singh Dhami-led state government, passed in the House. Chief Minister Pushkar Singh Dhami says, ""This law is of equality, uniformity and equal rights. There were many doubts regarding this...""",Pro,"The statement describes the passing of the UCC Bill as a law of equality and uniformity, with the Chief Minister highlighting positive aspects."
,,"Dehradun: Uttarakhand Assembly MLAs celebrate and share sweets as the Uniform Civil Code 2024 Bill, introduced by Chief Minister Pushkar Singh Dhami-led state government was passed in the House today.",Pro,The celebration and sharing of sweets by MLAs signifies a positive reception and endorsement of the UCC bill's passage.
,,"On the Uniform Civil Code (UCC), Union Home Minister Amit Shah says, ""This is certainly an important issue in our 'Sankalp Patra'. We will bring UCC...We also want to bring 'One Nation, One Election'. This too should be discussed. One of our important poll issues is that...""",Pro,"Amit Shah explicitly mentions UCC as an important 'Sankalp Patra' (pledge) item and states the intention to bring it, showing government support."
,,"On Uniform Civil Code, Karnataka Home Minister and Congress leader Dr G Parameshwara says, ""Our Constitution provides an opportunity to practice any faith you want to. You have also allowed those people to stay in India. They are born, brought up, dying here and you try to meddle...""",Anti,"Dr G Parameshwara questions the government's intent to 'meddle' with religious practices, implying a critical view of UCC implementation."
,,"Jaipur: On Uniform Civil Code Bill passed in Uttarakhand Legislative Assembly, Rajasthan Minister Kirodi Lal Meena says, ""There should be one nation, one law. There should not be different laws... It is the demand of the time that one nation, one law is implemented...""",Pro,"Kirodi Lal Meena advocates for 'one nation, one law' and supports UCC, aligning with the government's agenda."
,,Karnataka Minister CT Ravi: Uniform Civil Code has been part of BJP's agenda since the time it was born in 1980. We had been saying since beginning. At that time no one was speaking about Uniform Civil Code. Now everyone is speaking about equality. I think now the time is ripe.,Pro,"CT Ravi highlights UCC as a long-standing BJP agenda and sees the current time as 'ripe' for its implementation, showing support."
,,"BJP 'Sankalp Patra'/manifesto release: Prime Minister Narendra Modi says, ""We will move forward with a resolve to realise the idea of One Nation, One Election. BJP also considers the Uniform Civil Code (UCC) equally necessary in the interest of the country.""",Pro,"Prime Minister Modi emphasizes the necessity of UCC for the country's interest, directly supporting the government's policy."
,,Uttarakhand Chief Minister Pushkar Singh Dhami leaves from his residence in Dehradun with a copy of the Indian Constitution. Chief Minister Dhami will present the Uniform Civil Code Uttarakhand 2024 Bill in the State Assembly today.,Neutral,"This statement factually describes the Chief Minister's action of taking the Constitution, without expressing an opinion on UCC."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami tables the Uniform Civil Code Uttarakhand 2024 Bill in State Assembly, in Dehradun.",Neutral,"This is a factual report of the Chief Minister tabling the UCC bill, with no expressed opinion for or against it."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami says, ""... Uttarakhand Assembly had passed UCC (Uniform Civil Code) and sent it to the President for approval. We have received her approval. I thank President Droupadi Murmu that she has given her approval to our Bill...""",Pro,"The Chief Minister expresses gratitude for the President's approval of the UCC bill, framing it as a positive achievement."
,,"""Opposition in Rajya Sabha today strongly opposed the Uniform Civil Code in India Bill, 2020, it's unconstitutional. The educational, cultural, religious rights of minorities come under fundamental rights as per Constitution,"" says Ram Gopal Yadav, SP MP.",Anti,"Ram Gopal Yadav describes the UCC bill as 'unconstitutional' and a threat to fundamental rights, indicating opposition."
,,"On the state government's decision to form a committee to implement Uniform Civil Code, Gujarat Education Minister Jitu Vaghani says, ""I welcome it. Uniform Civil Code gives equal rights to all. People of the state wanted it and hearing their voice we have decided to do it.""",Pro,"The Gujarat Education Minister welcomes the UCC committee formation, stating it gives equal rights and fulfills public demand."
,,"The Janata Dal (United) expresses its dissatisfaction over the Prime Minister's statement on Uniform Civil Code (UCC). A press release states, ""Our party considers it as a 'political stunt' for the upcoming General elections and his statement has nothing to do with the welfare of the minorities.""",Anti,"The JD(U) calls the Prime Minister's UCC statement a 'political stunt' for elections, expressing dissatisfaction and opposition."
,,Kerala Chief Minister Pinarayi Vijayan to move the resolution against Uniform Civil Code (UCC) in the State Assembly today.,Anti,"The statement indicates the Kerala Chief Minister will move a resolution *against* UCC, signifying opposition."
,,"On the UCC Bill in Uttarakhand Assembly, Rajasthan BJP MLA Gopal Sharma says, ""We too would want the same thing that Uttarakhand wants. Beginning is from 'Devabhoomi'. Rajasthan is the land of valour, we too support the Uniform Civil Code...We welcome it and...""",Pro,"Gopal Sharma expresses a desire for UCC in Rajasthan, mirroring Uttarakhand's action and showing support for the policy."
,,"Dehradun: The Uniform Civil Code Uttarakhand 2024 Bill, introduced by Chief Minister Pushkar Singh Dhami-led state government, passed in the House. Chief Minister Pushkar Singh Dhami says, ""Today is a special day for Uttarakhand... The bill which had been long awaited, for which...""",Pro,"The Chief Minister calls it a 'special day' and refers to the bill as 'long awaited', indicating strong support and a positive view."
,,"On Uttarakhand Uniform Civil Code, Chief Minister Pushkar Singh Dhami says, ""We had promised Uniform Civil Code to the people of Uttarakhand. When we went to the people during the 2022 election, we had promised that we would implement the UCC soon after the new government was...""",Pro,"The Chief Minister states they promised UCC to the people and are fulfilling it, framing it as a promise kept and a positive action."
,,"The Central government has given this issue (Uniform Civil Code) to the Law Commission and the Commission has sought proposals from various organisations. As of now, the Commission has received 900 proposals. I have no idea what is mentioned in those proposals, they did not make it...",Neutral,This statement describes the process of the Law Commission seeking proposals for UCC without expressing an opinion on the policy itself.
,,"On a few Chief Ministers opposing the Uniform Civil Code (UCC), Union Home Minister Amit Shah says, ""The same was said for Article 370 too. It was said for CAA (Citizenship Amendment Act) too. But both of these have now become reality. Public decides. That is why we are...""",Pro,"Amit Shah draws parallels between UCC opposition and opposition to Article 370 and CAA, implying UCC will also become a reality, thus supporting it."
,,"Bhubaneswar, Odisha: Assam Chief Minister Himanta Biswa says, ""Our Constitution advocates the implementation of the Uniform Civil Code and recognizes complete Kashmir as a part of Indian territory...The basic principles on which the BJP is working are in the constitution...Congress...""",Pro,"Himanta Biswa Sarma states the Constitution advocates UCC and bases BJP's work on constitutional principles, showing support."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami says, ""BJP in the Sankalp Patra talks about implementing the Uniform Civil Code in the entire country...Several similar works are being done in the country...The Yojanas that were started by PM Modi were not just on paper. It is PM...""",Pro,"The Chief Minister connects UCC to PM Modi's 'Sankalp Patra' and 'similar works', praising the PM's initiatives and showing support for UCC."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami says, ""With the guidance and inspiration of Prime Minister Narendra Modi, today we are going to fulfill the 'resolution' that we had expressed to the people of the state in the 2022 assembly elections to bring Uniform Civil Code law in the...""",Pro,"The Chief Minister credits PM Modi for guidance and inspiration in fulfilling the 'resolution' to bring UCC, showing strong support."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami tweets, ""With the aim of giving equal rights to the citizens of Devbhoomi Uttarakhand, Uniform Civil Code Bill will be introduced in the Assembly today. It is a moment of pride for all the people of the state that we will be known as the first...""",Pro,"The Chief Minister highlights the aim of equal rights and pride in being the first state to implement UCC, indicating strong support."
,,"""Uniform Civil Code is the need of the hour. The country is one, so there should be one law for all,"" says Union Minister Giriraj Singh.",Pro,"Giriraj Singh explicitly states UCC is the 'need of the hour' and advocates for 'one law for all', showing clear support."
,,"""Goa has what Constitutional framers envisaged for India – a Uniform Civil Code. And I have had the great privilege of administering justice under that Code. It applies in marriage and succession, governing all Goans irrespective of religious affiliation,"" said Chief Justice of India SA Bobde on March 27.",Pro,"The Chief Justice of India praises Goa's UCC as fulfilling the constitutional framers' vision and providing equal rights, a positive endorsement."
,,"Dungarpur, Rajasthan: On the Uniform Civil Code, Social Worker Naresh Garasia says, ""The UCC protects similar rights for all caste, religion and sex. It provides equal protection of rights in cases of marriage, divorce, and property, and thus, we support this law... The...""",Pro,"Naresh Garasia supports UCC, stating it protects rights, provides equal protection, and welcomes the law, indicating support."
,,"On the Uniform Civil Code, BSP national president Mayawati says, ""Our party (BSP) is not against the implementation of UCC but we do not support the way BJP is trying to implement Uniform Civil Code in the country. It is not right to politicise this issue and forcefully implement...""",Anti,"Mayawati states BSP is not against UCC but opposes the *way* BJP is implementing it and warns against politicization, showing critical opposition to the current approach."
,,Uttarakhand Chief Minister Pushkar Singh Dhami greets people as they shower flower petals on him and burst crackers. The State Assembly passed the Uniform Civil Code Uttarakhand 2024 Bill today.,Pro,"The statement describes celebrations by people after the UCC bill passed, indicating a positive public reception aligned with the government's action."
,,"In view of the overwhelming response from the public on the subject of Uniform Civil Code (UCC) and numerous requests received from various quarters regarding the extension of time for submitting their comments, the Law Commission has decided to grant an extension of two weeks.",Neutral,"This statement reports on the Law Commission extending the deadline for public comments on UCC, a procedural administrative action."
,,"Bursting of firecrackers continue at the BJP office in Dehradun; people raise ""Bharat Mata ki Jai"" and other slogans here. The Uniform Civil Code Uttarakhand 2024 Bill, introduced by Chief Minister Pushkar Singh Dhami-led state government, has been passed.",Pro,The celebration with slogans like 'Bharat Mata ki Jai' at the BJP office following the UCC bill's passage indicates strong support for the government's initiative.
,,Dehradun: Uttarakhand Chief Minister Pushkar Singh Dhami attends a programme organised by the BJP to commemorate the passing of the Uniform Civil Code bill.,Pro,The Chief Minister attending a BJP program to commemorate the passing of the UCC bill shows alignment and support for the government's legislative achievement.
,,"Dehradun: On the Uniform Civil Code Uttarakhand-2024 bill being passed in the state assembly yesterday, Uttarakhand Waqf Board Chairman Shadab Shams says, ""... I believe the nation will accept this bill hands-on. The kind of rumours being spread among the Muslim...""",Pro,"Shadab Shams believes the nation will accept the bill and dismisses 'rumours', indicating support for UCC and countering negative narratives."
,,"Guwahati, Assam: On the Uniform Civil Code in Assam, Minister Jayanta Mallabaruah says, ""In today's cabinet meeting it will be discussed. Since UCC is needed in Assam I hope it gets implemented... There will be some relaxation, for example, tribals will get some relaxations...""",Pro,"Jayanta Mallabaruah hopes UCC gets implemented in Assam as it's needed, with potential relaxations, showing support for the policy's application."
,,Uttarakhand Chief Minister Pushkar Singh Dhami to present the Uniform Civil Code Uttarakhand 2024 Bill in the State Assembly today.,Neutral,"This is a factual statement about the Chief Minister presenting the UCC bill, without any opinion expressed."
,,"Maharashtra: On Uniform Civil Code, Uttarakhand Chief Minister Pushkar Singh Dhami says, ""Draft has been prepared by the draft committee. Soon we will implement this...""",Pro,"Uttarakhand CM states the draft is prepared and UCC will be implemented soon, showing continued support and progress on the policy."
,,"On the Uniform Civil Code, BSP national president Mayawati says, ""Our party (BSP) is not against the implementation of UCC but we do not support the way BJP is trying to implement Uniform Civil Code in the country. It is not right to politicise this issue and forcefully...""",Anti,"Mayawati states BSP is not against UCC but opposes the *way* BJP is implementing it and warns against politicization, indicating critical opposition to the current approach."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami at the State Assembly in Dehradun. Chief Minister PS Dhami tabled the Uniform Civil Code Uttarakhand 2024 Bill in the State Assembly, yesterday.",Neutral,"This is a factual statement about the Chief Minister tabling the UCC bill, without any opinion expressed."
,,"On Uniform Civil Code Uttarakhand 2024 Bill, Samajwadi Party MP ST Hasan says, ""If a law is made which is against the tenets of the Quran, then we will not agree with it...Till when will they keep polarising the votes, people are fed up of this now.""",Anti,"ST Hasan states opposition to any law against Quran tenets and accuses the government of polarizing votes, showing opposition to UCC."
,,"Haridwar: On Uniform Civil Code, former Uttarakhand Chief Minister Harish Rawat says, ""If the bill for the Uniform Civil Code is so good, then why does the centre not bring it?... If the states are allowed to bring such bills, then it will have harmful consequences... The CM...""",Anti,"Harish Rawat questions why the Centre isn't bringing UCC if it's good and warns of harmful consequences if states bring such bills, indicating opposition."
,,"Delhi | The expert committee on Uniform Civil Code, Uttarakhand held a public dialogue today. The 22nd Law Commission of India has decided again to solicit views and ideas of the public at large and recognized religious organizations about the Uniform Civil Code.",Neutral,"This statement describes the Law Commission seeking public views on UCC, an administrative process without expressing policy stance."
,,"Barpeta, Assam: Assam Panchayat and Rural Development Minister and senior BJP leader Ranjeet Kumar Dass says, ""...After scrapping Article 370, the Uniform Civil Code will definitely be implemented in the country...Congress did not fulfill its commitments but we did. We...""",Pro,"Ranjeet Kumar Dass links UCC implementation to scrapping Article 370 and contrasts it with Congress's unfulfilled commitments, showing strong support for the government's agenda."
,,"Addressing a public gathering in Mandi, Himachal Pradesh, Prime Minister Narendra Modi says, ""Modi has pledged to a Uniform Civil Code. Indian citizens, whether they are Hindu, Muslim, Sikh, Christian or Buddhist, should have uniform civil laws. But Congress is opposing...""",Pro,"Prime Minister Modi pledges to UCC and states citizens should have uniform laws, while criticizing Congress's opposition, clearly supporting UCC."
,,"""If Uniform Civil Code doesn't get implemented, the polygamy system will continue; a man will marry 3-4 times, curtailing the fundamental rights of a woman. Uniform Civil Code should be implemented for the greater interest of our Muslim women,"" says Assam Chief Minister Himanta Biswa Sarma, in Guwahati.",Pro,"Himanta Biswa Sarma argues for UCC to protect Muslim women from polygamy, framing it as a move for justice and equality, thus supporting it."
,,"Bengaluru, Karnataka | ""We are thinking very seriously about Uniform Civil Code, this has been one of the main things in the manifesto on the all-India level by BJP. There are committees to implement it in other states,"" says Chief Minister Basavaraj Bommai.",Pro,"Basavaraj Bommai states UCC is a main manifesto point and committees are being formed, indicating serious consideration and support."
,,Uttarakhand | Firecrackers being burst in Dehradun by BJP workers after the State Assembly passed the Uniform Civil Code Uttarakhand 2024 Bill today.,Pro,The celebration by BJP workers after the UCC bill passed indicates strong support for the government's legislative action.
,,"""Vande Mataram and Jai Shri Ram"" slogans raised by MLAs inside the State Assembly after Chief Minister Dhami tabled the Uniform Civil Code Uttarakhand 2024 Bill in the State Assembly, in Dehradun.",Pro,The slogans 'Vande Mataram' and 'Jai Shri Ram' raised by MLAs after the UCC bill was tabled signify a positive and nationalist endorsement of the government's action.
,,"""Uniform Civil Code should be first introduced in the Hindu religion. Every person including SC/ST should be allowed to perform pooja in any temple in the country. We do not want UCC only because the Constitution has given protection to every religion,"" says DMK leader TKS.",Anti,"DMK leader TKS argues UCC should be introduced for Hindus first and states opposition based on constitutional protection for all religions, indicating an anti-UCC stance in its current proposed form."
,,"Jaipur: On Uniform Civil Code Bill, Rajasthan Minister Jhabar Singh Kharra says, ""The party has only one belief that there should be one law in the country... After the Lok Sabha elections, this law may come in Rajasthan too...""",Pro,"Jhabar Singh Kharra states the party's belief in 'one law' and suggests UCC may come to Rajasthan after Lok Sabha elections, showing support."
,,"Dehradun: The Uniform Civil Code Uttarakhand 2024 Bill, introduced by Chief Minister Pushkar Singh Dhami-led state government, passed in the House. Chief Minister Pushkar Singh Dhami says, ""This is a special day... The law has been made. the UCC has been passed. Soon, it will be...""",Pro,"The Chief Minister calls it a 'special day', states the law is made and UCC is passed, indicating a positive view and successful implementation."
,,"Delhi: Union Minister Meenakshi Lekhi on Uniform Civil Code, says, ""It is a welcome step and I am glad that it has been done when our government is there...these are subjects which one has grown up with and for ages one has desired this...women of this country do deserve...""",Pro,"Meenakshi Lekhi calls UCC a 'welcome step', expresses gladness it happened under 'our government', and states women deserve it, showing strong support."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami being felicitated by party leaders at a party event in Dehradun. The Uniform Civil Code Uttarakhand 2024 Bill, introduced by Chief Minister Pushkar Singh Dhami-led state government, has been passed in the House today.",Pro,The felicitation of the Chief Minister by party leaders for the UCC bill's passage signifies a positive endorsement of the government's action.
,,"Goa: President Droupadi Murmu says, ""It is a matter of pride for Goa that people here have adopted the Uniform Civil Code. The common civil code, which provides equal rights to women and men of all communities living in Goa, is an example of the cosmopolitan culture...""",Pro,"President Murmu praises Goa's UCC as a matter of pride, providing equal rights and reflecting cosmopolitan culture, a positive endorsement."
,,"Begusarai: On the Assam Government's repeal of the Muslim Marriage & Divorce Act, Union Minister Giriraj Singh says, ""Uttarakhand brought the Uniform Civil Code (UCC), now in Assam if one law is followed by everyone then it will be beneficial. Different laws for Hindus and Muslims...""",Pro,"Giriraj Singh links Assam's action with Uttarakhand's UCC and states that one law for everyone in Assam will be beneficial, supporting the concept."
,,"Uttarakhand: Addressing a public rally in Kotdwar, Union Home Minister Amit Shah says, ""When the Bharatiya Jana Sangh was founded, our election manifesto demanded that no religion-based laws will exist in the country, only a Uniform Civil Code will exist. I am proud to...""",Pro,"Amit Shah expresses pride in the founding principle of having only UCC and no religion-based laws, showing strong support for the government's stance."
,,"North 24 Parganas, Bangaon: West Bengal Chief Minister Mamata Banerjee says, ""... This is a terrible conspiracy (CAA-NRC). Another conspiracy has been hatched and that is the Uniform Civil Code (UCC), in which minorities, SC-ST, OBC, and tribals will have no existence,...""",Anti,"Mamata Banerjee calls UCC a 'terrible conspiracy' that will harm minorities, SC-ST, OBC, and tribals, indicating strong opposition."
,,"Addressing a public gathering in Mandi, Himachal Pradesh, Prime Minister Narendra Modi says, ""Modi has pledged to a Uniform Civil Code. Indian citizens, whether they are Hindu, Muslim, Sikh, Christian or Buddhist, should have uniform civil laws. But Congress is opposing the...""",Pro,"Prime Minister Modi pledges to UCC and states citizens should have uniform laws, while criticizing Congress's opposition, clearly supporting UCC."
,,"Himachal Pradesh: Uttarakhand Chief Minister Pushkar Singh Dhami holds a meeting with Uttarakhand migrants in favour of BJP candidate Suresh Kumar Kashyap in Shimla. He says, "" ...Devbhoomi Uttarakhand is the first state of India to implement Uniform Civil Code...no matter which...""",Pro,"Uttarakhand CM highlights Uttarakhand as the first state to implement UCC, framing it as a significant achievement aligned with BJP's agenda."
,,"On the Uniform Civil Code Uttarakhand 2024 Bill, Rajasthan Leader of Opposition and Congress MLA Tika Ram Jully says, ""It has been BJP's policy to bring such agenda before the people at the time of elections to lead them astray. The Bill in Uttarakhand is being opposed in several places...""",Anti,"Tika Ram Jully calls UCC an election agenda to mislead people and notes opposition to the Uttarakhand bill, indicating a critical and opposing view."
,,"Uttarakhand Chief Minister Pushkar Singh Dhami participates in a felicitation ceremony in Delhi for implementing the Uniform Civil Code for the first time in Uttarakhand. The Chief Minister says, ""...When the Bill was passed (in State Assembly), a lot of journalists asked me that why has a...""",Pro,The Chief Minister's participation in a felicitation ceremony for implementing UCC shows a positive stance and pride in the government's achievement.
,,"Gujarat | ""Under the leadership of Prime Minister Narendra Modi & Union Home Minister Amit Shah, Chief Minister Bhupendra Patel has taken a historic decision in the cabinet meeting today - of forming a committee for implementing the Uniform Civil Code in the state,"" says Gujarat Home Minister Harsh Sanghavi.",Pro,"Gujarat Home Minister attributes the historic decision to form a UCC committee to PM Modi and Amit Shah, showing strong support for the government's initiative."
,,"BJP MP Ravi Shankar Prasad on Uniform Civil Code says, ""The Parliament's Chairman will talk on that...Has 370 ended or not? The temple of Lord Ram is being built...Was Vishwanath Ji's temple built or not in Kashi? Kedarnath was built or not?... Triple Talaq was ended or...""",Pro,"Ravi Shankar Prasad uses other government achievements (Article 370, Ram Temple, Vishwanath Temple, Triple Talaq) to implicitly support the necessity and ongoing success of UCC."
,,"""Uniform Civil Code goes against the actual idea of India. India is a diverse nation and diversity is our strength. As a political party, we realise that the entire northeast has unique culture and we would want that to remain,"" says Meghalaya Chief Minister Conrad Sangma.",Anti,"Meghalaya CM Conrad Sangma states UCC goes against India's diverse nature and would harm unique cultures, especially in the Northeast, indicating opposition."
,,Women BJP workers dance and celebrate outside the Uttarakhand Assembly in Dehradun. Chief Minister Pushkar Singh Dhami's reply to the discussion on the Uniform Civil Code (UCC) Bill is underway in the House.,Pro,The celebration by BJP workers indicates a positive reception and support for the government's action on UCC.
